Date,Name,Type,Country Name,Country Code
2023-07-11,World Population Day,['United Nations observance'],United States,US
2023-07-13,Nathan Bedford Forrest Day,['Local observance'],United States,US
2023-07-14,Bastille Day,['Observance'],United States,US
2023-07-15,World Youth Skills Day,['United Nations observance'],United States,US
2023-07-16,Rural Transit Day,['Observance'],United States,US
2023-07-18,Nelson Mandela Day,['United Nations observance'],United States,US
2023-07-19,Muharram,['Muslim'],United States,US
2023-07-20,World Chess Day,['United Nations observance'],United States,US
2023-07-23,Parents' Day,['Observance'],United States,US
2023-07-24,Pioneer Day,['Local holiday'],United States,US
2023-07-25,World Drowning Prevention Day,['United Nations observance'],United States,US
2023-07-27,Tisha B'Av,['Hebrew'],United States,US
2023-07-27,Korean War Veteran Recognition Day,['Local observance'],United States,US
2023-07-27,National Korean War Veterans Armistice Day,['Observance'],United States,US
2023-07-28,Ashura,['Muslim'],United States,US
2023-07-28,World Hepatitis Day,['United Nations observance'],United States,US
2023-07-30,International Day of Friendship,['United Nations observance'],United States,US
2023-07-30,World Day Against Trafficking in Persons,['United Nations observance'],United States,US
2023-08-01,Colorado Day,['Local observance'],United States,US
2023-08-04,Coast Guard Birthday,['Observance'],United States,US
2023-08-04,Barack Obama Day,['Observance'],United States,US
2023-08-06,American Family Day,['Local holiday'],United States,US
2023-08-07,Purple Heart Day,['Local observance'],United States,US
2023-08-07,Purple Heart Day,['Local observance'],United States,US
2023-08-07,Purple Heart Day,['Observance'],United States,US
2023-08-09,International Day of the World's Indigenous People,['United Nations observance'],United States,US
2023-08-12,International Youth Day,['United Nations observance'],United States,US
2023-08-14,Victory Day,['Local holiday'],United States,US
2023-08-15,Assumption of Mary,['Christian'],United States,US
2023-08-16,Bennington Battle Day,['Local holiday'],United States,US
2023-08-18,Hawaii Statehood Day,['Local holiday'],United States,US
2023-08-19,World Humanitarian Day,['United Nations observance'],United States,US
2023-08-19,National Aviation Day,['Observance'],United States,US
2023-08-20,National Navajo Code Talkers Day,['Local holiday'],United States,US
2023-08-20,National Senior Citizens Day,['Observance'],United States,US
2023-08-21,International Day of Remembrance of and Tribute to the Victims of Terrorism,['United Nations observance'],United States,US
2023-08-22,International Day Commemorating the Victims of Acts of Violence Based on Religion or Belief,['United Nations observance'],United States,US
2023-08-23,International Day for the Remembrance of the Slave Trade and its Abolition,['United Nations observance'],United States,US
2023-08-26,Susan B. Anthony Day,['Local observance'],United States,US
2023-08-26,Women's Equality Day,['Observance'],United States,US
2023-08-27,Lyndon Baines Johnson Day,['Local holiday'],United States,US
2023-08-29,International Day against Nuclear Tests,['United Nations observance'],United States,US
2023-08-30,Raksha Bandhan,['Hinduism'],United States,US
2023-08-30,International Day of the Victims of Enforced Disappearances,['United Nations observance'],United States,US
2023-08-31,International Day for People of African Descent,['United Nations observance'],United States,US
2023-08-31,International Overdose Awareness Day,['Worldwide observance'],United States,US
2023-09-04,World Sexual Health Day,['Worldwide observance'],United States,US
2023-09-04,Labor Day,['National holiday'],United States,US
2023-09-04,Labor Day,['Local holiday'],United States,US
2023-09-05,International Day of Charity,['United Nations observance'],United States,US
2023-09-06,Janmashtami,['Hinduism'],United States,US
2023-09-07,International Day of Clean Air for Blue Skies,['United Nations observance'],United States,US
2023-09-07,Still's Disease Awareness Day,['Worldwide observance'],United States,US
2023-09-08,International Literacy Day,['United Nations observance'],United States,US
2023-09-09,International Day to Protect Education from Attack,['United Nations observance'],United States,US
2023-09-09,Carl Garner Federal Lands Cleanup Day,['Observance'],United States,US
